id|entrez_gene_id|hugo_symbol
26973|100127902|BMI1P1
26974|100127905|SMIM11P1
26975|100127906|SLC66A2P2
26976|100127907|HNRNPCP7
26977|100127908|SELENOKP2
26978|100127911|ST13P12
26979|100127912|CDRT15P11
26980|100127919|DPPA3P5
26981|100127922|SUMO2P6
26982|100127924|RPS15AP14
26983|100127945|SOCS5P3
26984|100127949|RPL15P16
26985|100127950|HECW1-IT1
26986|100127952|ATF4P4
26987|100127958|AGGF1P9
26988|100127960|BCAS2P1
26989|100127963|RPS3AP48
26990|100127967|KRT73-AS1
26991|100127969|VN1R96P
26992|100127971|LOC100127971
26993|100127976|VTI1BP3
26994|100127979|FUNDC2P4
26995|100127983|C8orf88
26996|100127989|MED15P4
26997|100127991|LOC100127991
26998|100127993|RPL15P5
26999|100127995|RPL34P7
27000|100127999|RPL18AP11
27001|100128001|LOC100128001
27002|100128004|RPL32P21
27003|100128006|ARHGAP44-AS1
27004|100128010|SUMO2P17
27005|100128011|FAR1P1
27006|100128012|ISCA1P4
27007|100128015|HMGN1P26
27008|100128016|WHSC1L2P
27009|100128017|TULP3P1
27010|100128020|ACTR3P3
27011|100128023|DPPA2P3
27012|100128025|WWTR1-AS1
27013|100128027|CDPF1P1
27014|100128029|KNOP1P3
27015|100128030|RPL10P11
27016|100128033|PIGPP3
27017|100128036|KLF7P1
27018|100128041|KRT19P4
27019|100128042|BRD7P6
27020|100128043|FAF2P1
27021|100128044|HNRNPA1P11
27022|100128048|CHORDC1P1
27023|100128054|PLCE1-AS1
27024|100128055|SMARCA5-AS1
27025|100128057|NIPA2P3
27026|100128060|RPS7P10
27027|100128061|HNRNPDLP2
27028|100128062|SLC2A3P1
27029|100128071|FAM229A
27030|100128072|RPL36AP27
27031|100128081|JAZF1-AS1
27032|100128083|RPS15AP40
27033|100128088|LOC100128088
27034|100128092|PRDX3P2
27035|100128094|LPCAT2BP
27036|100128098|ST8SIA6-AS1
27037|100128102|PHB1P16
27038|100128103|AGGF1P5
27039|100128107|LOC100128107
27040|100128108|UBE2Q2P13
27041|100128109|BORCS8P1
27042|100128110|CHCHD2P3
27043|100128115|RPL26P35
27044|100128117|RPL17P15
27045|100128118|CCNHP1
27046|100128119|SLC25A51P3
27047|100128122|CBLL1P1
27048|100128124|HGC6.3
27049|100128126|STAU2-AS1
27050|100128127|ADGRA1-AS1
27051|100128132|TMCC1P1
27052|100128135|GVINP2
27053|100128136|NDUFA5P4
27054|100128139|LINC01233
27055|100128140|RPS4XP17
27056|100128145|CLCP2
27057|100128154|MFSD4BP1
27058|100128159|ATF1P1
27059|100128160|LOC100128160
27060|100128162|RPS6P7
27061|100128164|FHL1P1
27062|100128168|RPS26P39
27063|100128170|LOC100128170
27064|100128171|MTFR1P1
27065|100128174|DEFB131C
27066|100128176|UST-AS1
27067|100128177|NDUFS5P5
27068|100128179|RAP1BP2
27069|100128181|FMO10P
27070|100128183|PABPC1P7
27071|100128184|LOC100128184
27072|100128190|SLC9B1P1
27073|100128191|TMPO-AS1
27074|100128198|LOC100128198
27075|100128203|ENSAP3
27076|100128217|GTF3AP5
27077|100128218|PSMC6P3
27078|100128220|EDDM3DP
27079|100128227|HMGB1P20
27080|100128233|LINC02324
27081|100128237|YRDCP2
27082|100128238|KIAA0895LP1
27083|100128239|LINC02731
27084|100128240|CD83P1
27085|100128250|RPL31P55
27086|100128252|ZNF667-AS1
27087|100128254|FAM90A28P
27088|100128258|RPS18P3
27089|100128260|WASIR1
27090|100128262|TNK2-AS1
27091|100128264|HTR5A-AS1
27092|100128265|LOC100128265
27093|100128266|RANP6
27094|100128268|ACTRT1P1
27095|100128274|LOC100128274
27096|100128275|SYF2P2
27097|100128277|RPL35AP20
27098|100128285|DNM1P35
27099|100128292|DLG5-AS1
27100|100128299|SOCS5P2
27101|100128302|SDHCP2
27102|100128305|RPS13P1
27103|100128307|PIGCP2
27104|100128312|SLC25A6P6
27105|100128318|RPL26P17
27106|100128320|LOC100128320
27107|100128324|EXOGP1
27108|100128325|LINC03008
27109|100128327|TRAPPC3L
27110|100128337|IPO7P2
27111|100128339|BCAS2P3
27112|100128341|RBMX2P1
27113|100128345|NFYCP1
27114|100128347|RPL15P15
27115|100128348|LOC100128348
27116|100128351|RPL21P52
27117|100128355|RPS27AP20
27118|100128358|RPS6P24
27119|100128360|AIDAP3
27120|100128368|VN1R21P
27121|100128372|HMGN2P28
27122|100128377|RPS29P7
27123|100128378|LINC00696
27124|100128379|TFGP1
27125|100128384|VN1R65P
27126|100128385|FAM225B
27127|100128386|ARHGAP42-AS1
27128|100128390|CALM2P1
27129|100128393|RPL35AP36
27130|100128397|NIFKP5
27131|100128398|ZNF606-AS1
27132|100128402|LOC100128402
27133|100128408|RPL22P10
27134|100128410|NPM1P34
27135|100128412|VTA1P2
27136|100128413|XIAPP3
27137|100128416|RAB28P5
27138|100128420|LINC00892
27139|100128423|RPS24P14
27140|100128427|UBTFL9
27141|100128429|LOC100128429
27142|100128430|LOC100128430
27143|100128431|GEMIN8P1
27144|100128437|LOC100128437
27145|100128442|SRSF6P1
27146|100128448|UQCRHP4
27147|100128449|IL9RP1
27148|100128450|RPS6P8
27149|100128456|CCNB1IP1P3
27150|100128459|CCNJP1
27151|100128462|RPF2P2
27152|100128465|IFIT6P
27153|100128469|SNRPCP3
27154|100128483|TPT1P2
27155|100128493|UBE2V2P1
27156|100128496|SCP2D1-AS1
27157|100128498|LOC100128498
27158|100128503|DPPA2P2
27159|100128505|ASTN2-AS1
27160|100128511|NEBL-AS1
27161|100128512|FXYD6P2
27162|100128514|ARHGAP42P5
27163|100128516|ATP5PBP5
27164|100128517|LOC100128517
27165|100128519|RPS24P11
27166|100128521|TPT1P14
27167|100128523|MTCH2P4
27168|100128525|UQCRFS1P1
27169|100128531|KIAA1671-AS1
27170|100128535|RPS18P14
27171|100128536|SETP8
27172|100128537|MIR29B2CHG
27173|100128540|TARDBPP4
27174|100128541|ATP6V1G1P2
27175|100128542|BET1P1
27176|100128546|GLRX5P1
27177|100128551|LOC100128551
27178|100128553|CTAGE4
27179|100128554|LINC02347
27180|100128560|MYHAS
27181|100128568|RANBP3-DT
27182|100128569|TEKTIP1
27183|100128571|LOC100128571
27184|100128574|ARMCX3-AS1
27185|100128579|CDKN2AIPNLP2
27186|100128589|GAPDHP39
27187|100128590|SLC8A1-AS1
27188|100128591|LOC100128591
27189|100128592|FAM136FP
27190|100128594|TMSB15B-AS1
27191|100128595|HNRNPDLP1
27192|100128596|NDUFB9P2
27193|100128603|C1GALT1P2
27194|100128605|RPS15AP13
27195|100128617|UBA52P7
27196|100128618|SLC25A3P2
27197|100128621|CYB5AP2
27198|100128625|SRSF1P1
27199|100128626|PPP1R2P10
27200|100128627|CDC42P3
27201|100128628|RGS17P1
27202|100128637|EEF1A1P26
27203|100128639|HMGB1P48
27204|100128640|ACVR2B-AS1
27205|100128646|RPL10AP7
27206|100128657|CHCHD4P2
27207|100128664|RPL22P20
27208|100128665|FYTTD1P1
27209|100128668|LOC100128668
27210|100128675|HPN-AS1
27211|100128678|BTBD10P1
27212|100128681|CCNG2P1
27213|100128682|LINC01531
27214|100128685|SLC16A14P1
27215|100128688|GPR50-AS1
27216|100128690|ELL2P4
27217|100128691|LOC100128691
27218|100128696|PABPC1P6
27219|100128697|LOC100128697
27220|100128701|HNRNPA1P41
27221|100128705|AK4P4
27222|100128707|NIFKP4
27223|100128710|RPL9P30
27224|100128711|NDUFB10P1
27225|100128712|PRELID3BP3
27226|100128714|LINC02346
27227|100128723|CBX1P3
27228|100128725|APOOP4
27229|100128731|OST4
27230|100128733|FCF1P3
27231|100128738|LRRFIP2P1
27232|100128739|UBTD2P1
27233|100128745|RPLP1P8
27234|100128750|RBPMS-AS1
27235|100128756|RPS7P9
27236|100128759|HEBP2P1
27237|100128764|THAP12P6
27238|100128766|RPL8P2
27239|100128771|EIF4BP3
27240|100128772|PRR3P1
27241|100128775|NEDD8P1
27242|100128777|KLF8P1
27243|100128781|SHLD2P2
27244|100128782|ERCC6L2-AS1
27245|100128787|LINC01349
27246|100128788|SRRM2-AS1
27247|100128790|LYPLA2P3
27248|100128795|LOC100128795
27249|100128801|DRAXINP1
27250|100128804|AGGF1P8
27251|100128807|RPL35AP37
27252|100128808|ANAPC15P1
27253|100128811|GPR158-AS1
27254|100128817|AK6P2
27255|100128822|LINC01003
27256|100128827|FRG2FP
27257|100128830|LINC01165
27258|100128834|CLK3P2
27259|100128836|HNRNPA1P36
27260|100128845|CDC42EP3P1
27261|100128849|BNIP3P34
27262|100128851|LOC100128851
27263|100128853|ZNF725P
27264|100128857|B3GALNT1P1
27265|100128863|RPS15AP29
27266|100128865|METTL5P3
27267|100128867|RBM22P3
27268|100128880|RAD1P1
27269|100128881|VPS9D1-AS1
27270|100128882|ZFPM1-AS1
27271|100128888|RPSAP36
27272|100128889|NDUFAF4P4
27273|100128890|FAM66B
27274|100128893|GATA6-AS1
27275|100128894|NAP1L1P2
27276|100128899|RPL7L1P9
27277|100128902|PRDX3P3
27278|100128903|NPM1P4
27279|100128905|LINC01960
27280|100128908|CIROP
27281|100128911|PCNPP2
27282|100128912|RPS21P4
27283|100128923|RPS6P16
27284|100128927|ZBTB42
27285|100128929|AMZ2P3
27286|100128930|SDCBPP1
27287|100128934|FXYD6P1
27288|100128936|RPL10AP6
27289|100128944|YWHAQP3
27290|100128946|LINC01310
27291|100128961|GAPDHP62
27292|100128963|RPL3P9
27293|100128964|SRSF3P5
27294|100128974|RBM17P4
27295|100128977|MAPT-AS1
27296|100128982|KATNBL1P4
27297|100128984|RPL35AP7
27298|100128985|NPM1P38
27299|100128990|MED6P1
27300|100128991|RSL24D1P9
27301|100128998|C20orf181
27302|100129001|GTF3C6P1
27303|100129004|RPL3P10
27304|100129005|APOOP2
27305|100129007|FMO8P
27306|100129008|CUL4AP1
27307|100129009|DCAF13P1
27308|100129011|LSM6P1
27309|100129013|ACTR3P2
27310|100129017|RPL24P5
27311|100129023|ARF4P4
27312|100129027|PCBP3-AS1
27313|100129028|RPLP1P4
27314|100129029|PKP4-AS1
27315|100129031|UBL5P3
27316|100129032|GLYATL1P1
27317|100129037|WEE1P1
27318|100129040|CFAP53P1
27319|100129042|LOC100129042
27320|100129045|EIF3KP2
27321|100129046|BCAR3-AS1
27322|100129049|PIGFP3
27323|100129050|CICP20
27324|100129053|KDM4F
27325|100129055|CCNYL4
27326|100129060|SEMA3F-AS1
27327|100129061|RPL7P25
27328|100129066|LINC03062
27329|100129067|NPM1P35
27330|100129069|LOC100129069
27331|100129074|THAP12P5
27332|100129075|KTN1-AS1
27333|100129080|TDGF1P7
27334|100129083|SIGLEC10-AS1
27335|100129085|SELENOKP1
27336|100129086|HIGD1AP1
27337|100129090|RPS5P4
27338|100129094|BTNL10P
27339|100129096|TPM4P3
27340|100129098|LOC100129098
27341|100129100|RLIG1P3
27342|100129102|RPL22P4
27343|100129107|TCF3P1
27344|100129112|LOC100129112
27345|100129115|LOC100129115
27346|100129118|TMEM167AP2
27347|100129123|ACE3P
27348|100129124|TVP23BP1
27349|100129125|LOC100129125
27350|100129126|LOC100129126
27351|100129128|KHDC1L
27352|100129129|TDH-AS1
27353|100129133|TMEM184CP1
27354|100129140|DNAJB12P1
27355|100129141|RPL21P37
27356|100129143|SMUG1P1
27357|100129156|RBBP6P1
27358|100129160|NMNAT1P2
27359|100129162|RSL24D1P2
27360|100129167|RFESDP1
27361|100129171|LOC100129171
27362|100129174|POLR2KP2
27363|100129176|RPL13P6
27364|100129179|RPL9P5
27365|100129180|RPL36AP11
27366|100129192|MICC
27367|100129193|MUPP
27368|100129195|ZSCAN16-AS1
27369|100129196|MATN1-AS1
27370|100129199|RPS3AP40
27371|100129201|PRR13P3
27372|100129213|SLC39A12-AS1
27373|100129216|DEFB131B
27374|100129224|SOWAHCP4
27375|100129227|RPS6P22
27376|100129229|HNRNPCP10
27377|100129231|HSPA8P20
27378|100129234|RPL27P7
27379|100129237|NPM1P21
27380|100129239|CXorf51A
27381|100129240|LOC100129240
27382|100129243|RPS15AP12
27383|100129248|PDSS1P1
27384|100129250|SMIM27
27385|100129251|FTLP4
27386|100129256|NMNAT1P5
27387|100129259|BRD7P5
27388|100129260|RPL7L1P1
27389|100129269|LINC01160
27390|100129271|KPLCE
27391|100129272|TOMM20P4
27392|100129275|LOC100129275
27393|100129277|TPMTP3
27394|100129278|TDRD15
27395|100129279|RPS27P14
27396|100129280|LOC100129280
27397|100129283|LDHBP3
27398|100129284|RPS15AP39
27399|100129288|MORF4L1P5
27400|100129295|RPL22P24
27401|100129297|CD200R1L-AS1
27402|100129298|TPMTP4
27403|100129306|RPS20P32
27404|100129307|LOC100129307
27405|100129308|DNAJA1P1
27406|100129310|RPL31P14
27407|100129311|LOC100129311
27408|100129315|VN1R66P
27409|100129319|SLC25A6P5
27410|100129320|HMGB3P10
27411|100129321|SSBP3P1
27412|100129322|LOC100129322
27413|100129324|LOC100129324
27414|100129325|HNRNPA1P64
27415|100129329|SNRPEP3
27416|100129331|RAB28P2
27417|100129332|RPL29P20
27418|100129337|EIF4BP2
27419|100129339|TPSP1
27420|100129345|LINC02291
27421|100129347|LINC00484
27422|100129348|CDCA4P2
27423|100129351|AGGF1P4
27424|100129354|NRADDP
27425|100129355|BOD1P2
27426|100129357|RPL9P29
27427|100129361|SMIM10L1
27428|100129363|LOC100129363
27429|100129368|HNRNPH1P2
27430|100129370|NDUFB9P3
27431|100129374|RPL18P3
27432|100129375|RNF14P1
27433|100129377|RPL23P9
27434|100129379|RPS29P17
27435|100129380|LOC100129380
27436|100129382|THAP12P4
27437|100129384|ANKRD33BP2
27438|100129385|LINC03041
27439|100129387|GABPB1-AS1
27440|100129393|LOC100129393
27441|100129394|RPL12P42
27442|100129396|FAM106C
27443|100129397|LOC100129397
27444|100129398|LPGAT1P1
27445|100129399|LOC100129399
27446|100129401|LYPLA1P1
27447|100129402|HAUS4P1
27448|100129403|EEF1GP4
27449|100129405|MSTO2P
27450|100129406|LOC100129406
27451|100129407|FAM236A
27452|100129408|LOC100129408
27453|100129418|RPL31P16
27454|100129421|RPL18P2
27455|100129423|EI24P1
27456|100129424|RPL19P12
27457|100129427|DDC-AS1
27458|100129428|RANP5
27459|100129438|ZFRP1
27460|100129447|LOC100129447
27461|100129452|GAMTP2
27462|100129454|SNRPEP1
27463|100129459|PWWP2AP1
27464|100129460|DPY19L1P1
27465|100129461|LYRM4-AS1
27466|100129464|LINC01546
27467|100129468|BOD1P1
27468|100129471|PLS1P1
27469|100129472|PTP4A1P6
27470|100129478|C4orf46P1
27471|100129480|MKRN2OS
27472|100129482|ZNF37BP
27473|100129483|SLC35C2P1
27474|100129484|LINC02983
27475|100129487|RPL24P9
27476|100129507|MAN1A2P1
27477|100129512|POU5F1P2
27478|100129515|ETDB
27479|100129516|LINC02012
27480|100129517|RPL26P23
27481|100129518|SOD2-OT1
27482|100129520|TEX13C
27483|100129528|MUC8
27484|100129542|RPS29P21
27485|100129543|ZNF730
27486|100129550|LINC02035
27487|100129552|RPS26P38
27488|100129553|RPL13AP16
27489|100129555|HMGN1P7
27490|100129556|RPS10P27
27491|100129557|HNRNPA3P8
27492|100129561|MYL6P3
27493|100129564|PTP4A1P4
27494|100129566|SNRPCP2
27495|100129570|PEBP1P3
27496|100129572|LOC100129572
27497|100129574|RLIG1P1
27498|100129577|MTCH1P1
27499|100129583|FAM47E
27500|100129584|RPL17P44
27501|100129587|VN1R34P
27502|100129591|RPL29P24
27503|100129594|FAM8A3P
27504|100129595|PRUNEP1
27505|100129597|LINC00462
27506|100129599|RPS29P14
27507|100129604|PABPC1P12
27508|100129606|HNRNPA1P73
27509|100129611|PRAMEF31P
27510|100129618|THAP5P2
27511|100129620|PLPPR5-AS1
27512|100129622|RSU1P1
27513|100129627|PPP1R1AP2
27514|100129629|EIF2S2P6
27515|100129631|IGHV2OR16-5
27516|100129634|RPL9P19
27517|100129636|OR2W1-AS1
27518|100129640|DDX55P1
27519|100129641|BTG1P1
27520|100129643|POM121L11P
27521|100129645|RPL18P9
27522|100129647|RPL5P35
27523|100129649|PGDP2
27524|100129650|RPS26P55
27525|100129654|TCF24
27526|100129657|RPL17P18
27527|100129661|HAX1P1
27528|100129662|FGF13-AS1
27529|100129664|PRELID3BP1
27530|100129669|IZUMO3
27531|100129670|RPL18P8
27532|100129683|WEE1P2
27533|100129685|RPL21P125
27534|100129690|RAD1P2
27535|100129692|EIF4BP9
27536|100129694|R3HDM2P2
27537|100129696|INHCAP
27538|100129697|LOC100129697
27539|100129706|HMGB1P13
27540|100129707|PARLP1
27541|100129708|IPO7P1
27542|100129714|RCC2P8
27543|100129716|ARRDC3-AS1
27544|100129718|RPS13P3
27545|100129721|LOC100129721
27546|100129722|STPG3-AS1
27547|100129723|HMGB1P12
27548|100129724|MAPRE3-AS1
27549|100129726|LINC01126
27550|100129727|TMED10P2
27551|100129731|RAB11AP1
27552|100129732|RPS6P15
27553|100129736|CDV3P1
27554|100129738|SETP9
27555|100129739|DYNLL1P4
27556|100129742|RPS3AP13
27557|100129743|RPL7P14
27558|100129755|RSL24D1P1
27559|100129761|AMD1P4
27560|100129763|LOC100129763
27561|100129769|AKR1B1P6
27562|100129772|TMPOP1
27563|100129775|LOC100129775
27564|100129777|BNIP3P6
27565|100129779|DNAJB6P5
27566|100129781|MIR193BHG
27567|100129782|ATP5F1AP4
27568|100129784|RPL17P26
27569|100129785|LOC100129785
27570|100129792|CCDC152
27571|100129793|TLK1P1
27572|100129794|SLC25A21-AS1
27573|100129795|NPM1P50
27574|100129796|RPL13P13
27575|100129799|RPL13AP21
27576|100129800|ZNF807P
27577|100129801|RPL12P37
27578|100129808|RPL24P6
27579|100129813|CT45A11P
27580|100129815|PGAM1P13
27581|100129818|TUBAP6
27582|100129819|RPL22P7
27583|100129824|PIP5K1P2
27584|100129827|IRAG1-AS1
27585|100129836|COL4A2-AS2
27586|100129842|ZNF737
27587|100129843|PDK1P2
27588|100129845|PCOLCE-AS1
27589|100129846|LOC100129846
27590|100129851|CLDN7P1
27591|100129852|LOC100129852
27592|100129853|DNAJC19P1
27593|100129856|RPL37AP5
27594|100129858|SCOC-AS1
27595|100129861|RSL24D1P7
27596|100129863|SUCLA2P2
27597|100129866|EI24P2
27598|100129867|RPL30P14
27599|100129871|GRPEL2P3
27600|100129878|DYM-AS1
27601|100129880|NENFP2
27602|100129882|RPL31P49
27603|100129884|LOC100129884
27604|100129902|RPS29P11
27605|100129905|RPS27P19
27606|100129917|PCGF3-AS1
27607|100129919|HMGB1P45
27608|100129920|HNRNPA1P40
27609|100129921|RPL15P4
27610|100129924|TMEM269
27611|100129926|RPL12P13
27612|100129928|RPL31P5
27613|100129929|NUP210P2
27614|100129930|RPL10P10
27615|100129933|GLYATL1P2
27616|100129934|RPL34P14
27617|100129937|KNOP1P1
27618|100129939|RPS10P31
27619|100129940|HMGA2-AS1
27620|100129941|RSL24D1P5
27621|100129948|RFKP5
27622|100129952|RPL39P10
27623|100129955|RRN3P4
27624|100129956|HMGN2P48
27625|100129958|KRT8P44
27626|100129959|AK3P4
27627|100129960|SDCBPP2
27628|100129961|CCNT2-AS1
27629|100129966|MTCH1P2
27630|100129969|SPATA31F3
27631|100129972|NPM1P47
27632|100129973|CERNA1
27633|100129974|LOC100129974
27634|100129975|RPL10P15
27635|100129976|BRI3BPP1
27636|100129982|RPL12P19
27637|100129983|UBE2CP3
27638|100129989|RLIG1P2
27639|100129991|RPL38P2
27640|100129994|GRPEL2P2
27641|100129995|LINC01460
27642|100129996|MTRES1P1
27643|100129997|SPIN2P1
27644|100129998|RPL5P27
27645|100130002|HNRNPA1P23
27646|100130003|SNRPGP2
27647|100130006|EIF4A1P11
27648|100130009|HMGA1P8
27649|100130011|SYPL1P1
27650|100130014|SETP5
27651|100130015|URAHP
27652|100130017|FTLP10
27653|100130026|RPL38P5
27654|100130029|HMGA1P6
27655|100130034|RPL36AP12
27656|100130035|BLOC1S6P1
27657|100130038|OSBPL9P2
27658|100130042|MTHFD2P6
27659|100130043|SETP17
27660|100130048|H1-8P2
27661|100130051|LOC100130051
27662|100130057|LOC100130057
27663|100130059|VN1R70P
27664|100130060|GNPATP
27665|100130064|EIF4BP4
27666|100130066|RPL9P22
27667|100130067|HPRT1P1
27668|100130070|RPS27P13
27669|100130073|IQSEC3P2
27670|100130074|KRT17P8
27671|100130075|SZRD1P1
27672|100130078|LOC100130078
27673|100130079|RFPL4AP6
27674|100130086|HSFX2
27675|100130090|SFR1P1
27676|100130097|KIF28P
27677|100130099|MIPEPP2
27678|100130101|LOC100130101
27679|100130102|WBP11P2
27680|100130105|TRIM51CP
27681|100130106|RPS23P7
27682|100130108|ZNF849P
27683|100130109|SNRPEP4
27684|100130110|ZSWIM5P1
27685|100130111|LCIIAR
27686|100130117|DDX6P2
27687|100130119|LAMTOR3P1
27688|100130134|STAU2P1
27689|100130139|UBE2D3P2
27690|100130148|MAPT-IT1
27691|100130155|MIR124-2HG
27692|100130158|KNOP1P5
27693|100130167|NUS1P4
27694|100130170|SPRING1P2
27695|100130171|JPT1P1
27696|100130172|FAM13B-AS1
27697|100130175|LOC100130175
27698|100130176|CNEP1R1P1
27699|100130178|LSM3P4
27700|100130183|RPS24P19
27701|100130187|TUBB3P2
27702|100130190|SRRM1P3
27703|100130192|RPS12P31
27704|100130196|HNRNPCP9
27705|100130197|EFCAB14-AS1
27706|100130204|NIPA2P2
27707|100130209|CHMP4AP1
27708|100130211|EEF1A1P29
27709|100130225|RPL13P11
27710|100130231|LINC00861
27711|100130233|NPM1P8
27712|100130234|EEF1A1P27
27713|100130235|KATNBL1P2
27714|100130238|GALNT9-AS1
27715|100130239|UBA52P6
27716|100130240|RPS5P2
27717|100130247|COX6CP3
27718|100130249|LINC02961
27719|100130251|NXNP1
27720|100130253|RCBTB2P1
27721|100130259|SALL4P2
27722|100130260|EEF1GP2
27723|100130264|SLC24A3-AS1
27724|100130265|ARL2BPP4
27725|100130274|CCDC166
27726|100130275|TFAP2A-AS1
27727|100130276|LOC100130276
27728|100130277|CDC27P2
27729|100130278|LOC100130278
27730|100130279|HMGB1P44
27731|100130286|RPL34P11
27732|100130289|SNRPGP10
27733|100130299|IDI1P2
27734|100130300|RPS27AP13
27735|100130301|C8orf89
27736|100130302|SUPT20HL1
27737|100130307|SPDYE19P
27738|100130310|MSANTD2P1
27739|100130311|C17orf107
27740|100130313|RPS6P23
27741|100130314|LOC100130314
27742|100130316|SELENOTP2
27743|100130319|TAF9BP2
27744|100130326|TMEM183AP5
27745|100130327|NDUFA5P5
27746|100130335|NAP1L1P3
27747|100130338|PABPC1P9
27748|100130342|SCGB2B3P
27749|100130345|CDHR18P
27750|100130347|RPS6P5
27751|100130348|TMEM262
27752|100130359|MED28P4
27753|100130361|CXorf49
27754|100130368|SNRPGP4
27755|100130370|LINC03048
27756|100130372|LOC100130372
27757|100130373|EPB41L1-AS1
27758|100130374|RPL13P14
27759|100130376|MTRF1LP2
27760|100130383|HIGD1AP12
27761|100130384|CENPUP1
27762|100130386|LINC00552
27763|100130388|EEF1E1P1
27764|100130391|YWHAQP5
27765|100130392|RPL9P20
27766|100130396|ATP5MGP4
27767|100130400|RPL21P92
27768|100130402|B3GALNT2P1
27769|100130403|RPA3P2
27770|100130405|HMGB3P26
27771|100130409|BTF3P15
27772|100130417|LINC02593
27773|100130418|CECR7
27774|100130433|LOC100130433
27775|100130435|RPS7P13
27776|100130442|LOC100130442
27777|100130446|RPS27AP12
27778|100130447|RPL12P16
27779|100130448|MRS2P1
27780|100130449|GPC1-AS1
27781|100130450|RPL3P5
27782|100130451|SPAG16-DT
27783|100130461|CBX1P4
27784|100130462|HNF4GP1
27785|100130463|LOC100130463
27786|100130466|NUCKS1P1
27787|100130476|WAKMAR2
27788|100130480|LINC01387
27789|100130481|CCT6P4
27790|100130484|UBFD1P1
27791|100130488|GXYLT1P7
27792|100130490|TPRG1LP1
27793|100130495|RPS12P26
27794|100130497|DNAJB6P4
27795|100130500|SKP2P1
27796|100130514|PGAM1P1
27797|100130519|TMEM221
27798|100130520|CD300H
27799|100130522|PARD6G-AS1
27800|100130523|RPL5P8
27801|100130524|RPL6P23
27802|100130528|SUCLG2P4
27803|100130535|VIM2P
27804|100130537|RPL31P26
27805|100130539|LINC02881
27806|100130542|LOC100130542
27807|100130549|ISCA1P6
27808|100130550|G2E3P1
27809|100130555|RPL23AP68
27810|100130557|NFYC-AS1
27811|100130560|LOC100130560
27812|100130561|HMGB1P10
27813|100130562|RPS2P5
27814|100130564|SEPTIN7P7
27815|100130566|EIF1P4
27816|100130572|RAD23BP2
27817|100130573|LOC100130573
27818|100130579|PHB1P20
27819|100130581|LINC00910
27820|100130584|CLIC4P2
27821|100130597|LOC100130597
27822|100130600|CICP14
27823|100130603|RBM22P13
27824|100130606|NPM1P51
27825|100130607|WDR4P1
27826|100130613|PRR32
27827|100130620|TPM2P1
27828|100130621|RANP4
27829|100130624|RPL15P22
27830|100130626|ELOCP18
27831|100130630|RPL23P3
27832|100130631|EEF1B2P4
27833|100130636|SPATA31D2P
27834|100130637|MORF4L1P7
27835|100130640|YWHAZP7
27836|100130649|GPR160P1
27837|100130654|LOC100130654
27838|100130657|LOC100130657
27839|100130660|HNRNPA1P45
27840|100130671|IFNWP9
27841|100130676|RPSAP38
27842|100130677|NFYAP1
27843|100130680|ANKRD49P4
27844|100130682|USP12P2
27845|100130684|FSIP2LP
27846|100130687|FABP5P6
27847|100130693|ARHGAP42P2
27848|100130699|RSL24D1P10
27849|100130700|TP53TG3HP
27850|100130701|BTNL12P
27851|100130704|CAPZA1P4
27852|100130705|ATP6V1FNB
27853|100130708|ANP32BP2
27854|100130717|HDHD5-AS1
27855|100130718|RPL34P26
27856|100130719|UQCRBP2
27857|100130721|RSL24D1P3
27858|100130724|CCNYL5
27859|100130733|LRRC70
27860|100130741|LOC100130741
27861|100130742|LRRC69
27862|100130746|AKTIPP2
27863|100130750|RPS8P9
27864|100130756|UQCRHP1
27865|100130758|METTL15P1
27866|100130760|JMJD4P1
27867|100130761|LOC100130761
27868|100130766|MTA3P1
27869|100130771|EFCAB10
27870|100130775|RPS27P23
27871|100130776|AGAP2-AS1
27872|100130778|LOC100130778
27873|100130782|RPS15AP15
27874|100130783|NDUFAF2P2
27875|100130785|SALL4P5
27876|100130786|RPS3AP22
27877|100130792|RPL29P27
27878|100130794|NDUFS5P7
27879|100130799|SRSF10P1
27880|100130802|RPL39P13
27881|100130803|UBL5P1
27882|100130817|LOC100130817
27883|100130820|CCNG1P1
27884|100130821|OSBPL9P1
27885|100130823|RPS17P9
27886|100130827|SBK3
27887|100130842|SMIM7P1
27888|100130843|SPRYD7P1
27889|100130848|TSPY20P
27890|100130855|USP3-AS1
27891|100130857|LOC100130857
27892|100130865|LOC100130865
27893|100130866|IFNWP15
27894|100130871|ARMC8P1
27895|100130873|CARM1P1
27896|100130879|ZNRF2P3
27897|100130880|CREB3L2-AS1
27898|100130887|ATE1OSP
27899|100130889|PSORS1C3
27900|100130890|TSTD3
27901|100130892|RPL7P32
27902|100130894|VAC14-AS1
27903|100130898|FLYWCH1P1
27904|100130920|LOC100130920
27905|100130922|RPL22P22
27906|100130923|PSMA2P1
27907|100130927|LOC100130927
27908|100130929|RPL5P33
27909|100130932|SNRPGP15
27910|100130933|SMIM6
27911|100130934|ZNF663P
27912|100130935|CSAG4
27913|100130936|ADI1P1
27914|100130950|ZNF594-DT
27915|100130954|LINC01502
27916|100130958|SYCE1L
27917|100130962|ATP5MC1P7
27918|100130963|RPL38P4
27919|100130967|LINC02901
27920|100130968|RPL7L1P4
27921|100130970|CTBP2P2
27922|100130972|PPP1R2P6
27923|100130976|LOC100130976
